"date","day_month","year","month","quarter","season","date-2","open_price","high_price","low_price","close_price","adj_close","volume","open_change","high_change","low_change","close_change","volume_change","gain_loss_open","gain_loss_high","gain_loss_low","gain_loss_close","gain_loss_volume"
"6/29/16","29-Jun","2016","6","Q2","Summer","6/29/16","23.4925","23.637501","23.407499","23.6","22.046766","146124000","0.2675","0.2225","0.372499","0.202501","-15655600","Gain","Gain","Gain","Gain","Loss"
"6/29/17","29-Jun","2017","6","Q2","Summer","6/29/17","36.177502","36.282501","35.57","35.919998","34.198517","125997600","0.055001","-0.244999","-0.220001","-0.537502","37668000","Gain","Loss","Loss","Loss","Gain"
"6/29/18","29-Jun","2018","6","Q2","Summer","6/29/18","46.572498","46.797501","45.727501","46.2775","44.744537","90950800","0.547496","0.244999","-0.2225","-0.0975","21490000","Gain","Gain","Loss","Loss","Gain"
"6/2/92","2-Jun","1992","6","Q2","Summer","6/2/92","0.587054","0.589286","0.571429","0.572545","0.47007","93139200","0.0625","0.0625","0.055804","0.054688","-21100800","Gain","Gain","Gain","Gain","Loss"
"6/29/20","29-Jun","2020","6","Q2","Summer","6/29/20","88.3125","90.542503","87.82","90.445","89.839653","130646000","-2.790001","-0.787499","-0.434997","2.037499","-74610800","Loss","Loss","Loss","Gain","Loss"
"6/29/21","29-Jun","2021","6","Q2","Summer","6/29/21","134.800003","136.490005","134.350006","136.330002","136.330002","64556100","1.389999","1.240005","1","1.550003","2444800","Gain","Gain","Gain","Gain","Gain"
"6/2/95","2-Jun","1995","6","Q2","Summer","6/2/95","0.363839","0.363839","0.352679","0.361607","0.307437","243028800","-0.007813","-0.021206","-0.014509","-0.013393","-833593600","Loss","Loss","Loss","Loss","Loss"
"6/2/96","2-Jun","1996","6","Q2","Summer","6/2/96","0.261161","0.267857","0.261161","0.264509","0.227452","226217600","0.032366","0.030134","0.033482","0.03125","63571200","Gain","Gain","Gain","Gain","Gain"
"6/2/97","2-Jun","1997","6","Q2","Summer","6/2/97","0.136161","0.143973","0.136161","0.142857","0.122843","399504000","-0.021205","-0.01981","-0.017857","-0.016741","-1483328000","Loss","Loss","Loss","Loss","Loss"
"6/2/98","2-Jun","1998","6","Q2","Summer","6/2/98","0.164063","0.166853","0.162946","0.165179","0.142038","202339200","0.021764","-0.011718","0.03125","-0.003906","-1610134400","Gain","Loss","Gain","Loss","Loss"
"6/29/81","29-Jun","1981","6","Q2","Summer","6/29/81","0.126674","0.126674","0.125558","0.125558","0.098561","10595200","-0.004464","-0.004464","-0.004464","-0.004464","-13193600","Loss","Loss","Loss","Loss","Loss"
"6/29/82","29-Jun","1982","6","Q2","Summer","6/29/82","0.057478","0.057478","0.05692","0.05692","0.044681","35817600","-0.001674","-0.001674","-0.001674","-0.001674","10662400","Loss","Loss","Loss","Loss","Gain"
"6/29/83","29-Jun","1983","6","Q2","Summer","6/29/83","0.209263","0.22154","0.204241","0.219308","0.172153","294380800","-0.015625","-0.004464","-0.003348","0.010045","-54790400","Loss","Loss","Loss","Gain","Loss"
"6/29/84","29-Jun","1984","6","Q2","Summer","6/29/84","0.117746","0.123884","0.117746","0.118304","0.092866","141993600","0.005023","0.004464","0.005023","0.000558","23676800","Gain","Gain","Gain","Gain","Gain"
"6/29/87","29-Jun","1987","6","Q2","Summer","6/29/87","0.361607","0.363839","0.357143","0.363839","0.286042","101304000","-0.002232","-0.006697","0","0.002232","-26376000","Loss","Loss","Gain","Gain","Loss"
"6/29/88","29-Jun","1988","6","Q2","Summer","6/29/88","0.410714","0.417411","0.408482","0.414063","0.32795","143449600","0.01116","0.004465","0.011161","0.001117","-19118400","Gain","Gain","Gain","Gain","Loss"
"6/29/89","29-Jun","1989","6","Q2","Summer","6/29/89","0.366071","0.368304","0.357143","0.362723","0.290018","233520000","-0.011161","-0.008928","-0.008928","-0.010045","-23508800","Loss","Loss","Loss","Loss","Loss"
"6/29/90","29-Jun","1990","6","Q2","Summer","6/29/90","0.383929","0.40067","0.381696","0.399554","0.322941","325192000","0.002233","0.014509","0.008928","0.015625","75252800","Gain","Gain","Gain","Gain","Gain"
"6/29/92","29-Jun","1992","6","Q2","Summer","6/29/92","0.408482","0.420759","0.404018","0.417411","0.344034","188428800","0","0.010045","0.006697","0.013393","78064000","Gain","Gain","Gain","Gain","Gain"
"6/29/93","29-Jun","1993","6","Q2","Summer","6/29/93","0.359375","0.359375","0.34375","0.348214","0.289618","294268800","-0.002232","-0.002232","-0.002232","-0.010045","-59348800","Loss","Loss","Loss","Loss","Loss"
"6/29/94","29-Jun","1994","6","Q2","Summer","6/29/94","0.238839","0.242188","0.231027","0.233259","0.197039","135564800","0.004464","0","0.002232","-0.00558","-38662400","Gain","Gain","Gain","Loss","Loss"
"6/29/95","29-Jun","1995","6","Q2","Summer","6/29/95","0.414063","0.429688","0.410714","0.421875","0.36066","232556800","0.003349","0.005581","0.00558","0.00558","-33801600","Gain","Gain","Gain","Gain","Loss"
"6/29/98","29-Jun","1998","6","Q2","Summer","6/29/98","0.252232","0.257254","0.250558","0.256138","0.220254","166185600","-0.002232","0.001674","0.00279","0.004464","55070400","Loss","Gain","Gain","Gain","Gain"
"6/29/99","29-Jun","1999","6","Q2","Summer","6/29/99","0.381417","0.406808","0.38058","0.405134","0.348376","380385600","0.002511","0.023437","0.002232","0.025112","102692800","Gain","Gain","Gain","Gain","Gain"
"6/3/00","3-Jun","2000","6","Q2","Summer","6/3/00","1.125","1.152902","1.116071","1.12221","0.964991","210560000","0.177455","0.197545","0.267857","0.273996","-557412800","Gain","Gain","Gain","Gain","Loss"
"6/30/00","30-Jun","2000","6","Q2","Summer","6/30/00","0.94308","0.981027","0.922991","0.935268","0.80424","323097600","-0.004465","0.017857","0.011161","0.020089","119436800","Loss","Gain","Gain","Gain","Gain"
"6/30/03","30-Jun","2003","6","Q2","Summer","6/30/03","0.333571","0.343036","0.331964","0.340357","0.292674","222152000","-0.011072","-0.001785","0.001964","0.005893","-143640000","Loss","Loss","Gain","Gain","Loss"
"6/30/04","30-Jun","2004","6","Q2","Summer","6/30/04","0.581429","0.58875","0.569464","0.581071","0.499665","373044000","0.00875","-0.000357","0.008571","0.000714","-217509600","Gain","Loss","Gain","Gain","Loss"
"6/30/05","30-Jun","2005","6","Q2","Summer","6/30/05","1.3075","1.327143","1.296786","1.314643","1.130465","418390000","-0.022143","-0.004643","0.006786","0.015714","-29968400","Loss","Loss","Gain","Gain","Loss"
"6/30/06","30-Jun","2006","6","Q2","Summer","6/30/06","2.056786","2.0625","2.017857","2.045357","1.758808","739695600","0.029643","-0.047857","0.003928","-0.060714","-133702800","Gain","Loss","Gain","Loss","Loss"
"6/30/08","30-Jun","2008","6","Q2","Summer","6/30/08","6.078214","6.142857","5.950714","5.98","5.14222","684196800","0.131428","0.051071","0.088214","-0.094643","-358052800","Gain","Gain","Gain","Loss","Loss"
"6/30/09","30-Jun","2009","6","Q2","Summer","6/30/09","5.092143","5.135714","5.064286","5.086786","4.374142","434224000","-0.031428","-0.005357","0.009286","0.016429","-133392000","Loss","Loss","Gain","Gain","Loss"
"6/3/01","3-Jun","2001","6","Q2","Summer","6/3/01","0.369978","0.393973","0.36942","0.383929","0.330142","731802400","0.010045","0.011998","0.012277","0.006697","269091200","Gain","Gain","Gain","Gain","Gain"
"6/30/10","30-Jun","2010","6","Q2","Summer","6/30/10","9.168214","9.213214","8.928929","8.983214","7.724694","739452000","-0.264643","-0.229286","-0.153214","-0.165715","-393892800","Loss","Loss","Loss","Loss","Loss"
"6/30/11","30-Jun","2011","6","Q2","Summer","6/30/11","11.953571","12.004643","11.887143","11.988214","10.308697","322954800","-0.047858","-0.008571","0.034286","0.058214","-29590400","Loss","Loss","Gain","Gain","Loss"
"6/30/14","30-Jun","2014","6","Q2","Summer","6/30/14","23.025","23.432501","23.022499","23.2325","20.901197","197929200","0.32","0.432501","0.33","0.237499","-58186800","Gain","Gain","Gain","Gain","Loss"
"6/30/15","30-Jun","2015","6","Q2","Summer","6/30/15","31.3925","31.530001","31.215","31.3575","28.705923","177482800","0.0275","-0.087499","0.094999","0.225","-19162800","Gain","Loss","Gain","Gain","Loss"
"6/30/16","30-Jun","2016","6","Q2","Summer","6/30/16","23.610001","23.942499","23.575001","23.9","22.327021","143345600","0.117501","0.304998","0.167502","0.3","-2778400","Gain","Gain","Gain","Gain","Loss"
"6/30/17","30-Jun","2017","6","Q2","Summer","6/30/17","36.112499","36.240002","35.945","36.005001","34.279442","92096400","-0.065003","-0.042499","0.375","0.085003","-33901200","Loss","Loss","Gain","Gain","Loss"
"6/3/02","3-Jun","2002","6","Q2","Summer","6/3/02","0.419286","0.434643","0.409464","0.429821","0.369604","226206400","-0.037857","-0.029286","-0.021786","-0.010715","-371369600","Loss","Loss","Loss","Loss","Loss"
"6/30/20","30-Jun","2020","6","Q2","Summer","6/30/20","90.019997","91.495003","90","91.199997","90.5896","140223200","1.707497","0.9525","2.18","0.754997","9577200","Gain","Gain","Gain","Gain","Gain"
"6/30/21","30-Jun","2021","6","Q2","Summer","6/30/21","136.169998","137.410004","135.869995","136.960007","136.960007","63261400","1.369995","0.919999","1.519989","0.630005","-1294700","Gain","Gain","Gain","Gain","Loss"
"6/3/03","3-Jun","2003","6","Q2","Summer","6/3/03","0.260357","0.260714","0.257143","0.26","0.223575","99859200","0.003928","0.000178","0.003214","0.002321","-79290400","Gain","Gain","Gain","Gain","Loss"
"6/3/06","3-Jun","2006","6","Q2","Summer","6/3/06","2.4175","2.418571","2.319286","2.338571","2.010944","912665600","-0.154643","-0.171072","-0.064285","-0.065","-739102000","Loss","Loss","Loss","Loss","Loss"
"6/3/07","3-Jun","2007","6","Q2","Summer","6/3/07","3.135714","3.153929","3.121429","3.149643","2.708386","723186800","0.119643","0.137143","0.162143","0.144286","-141206800","Gain","Gain","Gain","Gain","Loss"
"6/3/08","3-Jun","2008","6","Q2","Summer","6/3/08","4.450357","4.553571","4.314643","4.318929","3.713859","1473698800","-0.222143","-0.157858","-0.034286","-0.038214","-99573600","Loss","Loss","Loss","Loss","Loss"
"6/30/81","30-Jun","1981","6","Q2","Summer","6/30/81","0.116629","0.116629","0.116071","0.116071","0.091114","35907200","-0.010045","-0.010045","-0.009487","-0.009487","25312000","Loss","Loss","Loss","Loss","Gain"
"6/30/82","30-Jun","1982","6","Q2","Summer","6/30/82","0.05692","0.057478","0.05692","0.05692","0.044681","67625600","-0.000558","0","0","0","31808000","Loss","Gain","Gain","Gain","Gain"
"6/30/83","30-Jun","1983","6","Q2","Summer","6/30/83","0.219308","0.223214","0.217076","0.218192","0.171277","110566400","0.010045","0.001674","0.012835","-0.001116","-183814400","Gain","Gain","Gain","Loss","Loss"
"6/30/86","30-Jun","1986","6","Q2","Summer","6/30/86","0.160156","0.16183","0.159598","0.160156","0.125719","70761600","-0.001674","-0.002233","0.001116","0","20563200","Loss","Loss","Gain","Gain","Gain"
"6/30/87","30-Jun","1987","6","Q2","Summer","6/30/87","0.361607","0.366071","0.354911","0.361607","0.284287","144480000","0","0.002232","-0.002232","-0.002232","43176000","Gain","Gain","Loss","Loss","Gain"
"6/30/88","30-Jun","1988","6","Q2","Summer","6/30/88","0.412946","0.417411","0.410714","0.412946","0.327065","114688000","0.002232","0","0.002232","-0.001117","-28761600","Gain","Gain","Gain","Loss","Loss"
"6/30/89","30-Jun","1989","6","Q2","Summer","6/30/89","0.361607","0.372768","0.352679","0.368304","0.29448","164740800","-0.004464","0.004464","-0.004464","0.005581","-68779200","Loss","Gain","Loss","Gain","Loss"
"6/3/09","3-Jun","2009","6","Q2","Summer","6/3/09","3.155","3.157143","2.940357","3.046429","2.619633","1011147200","-0.31","-0.414286","-0.523929","-0.515","323937600","Loss","Loss","Loss","Loss","Gain"
"6/30/92","30-Jun","1992","6","Q2","Summer","6/30/92","0.417411","0.430804","0.415179","0.428571","0.353232","193345600","0.008929","0.010045","0.011161","0.01116","4916800","Gain","Gain","Gain","Gain","Gain"
"6/30/93","30-Jun","1993","6","Q2","Summer","6/30/93","0.345982","0.354911","0.34375","0.352679","0.293332","200256000","-0.013393","-0.004464","0","0.004465","-94012800","Loss","Loss","Gain","Gain","Loss"
"6/30/94","30-Jun","1994","6","Q2","Summer","6/30/94","0.234375","0.239955","0.234375","0.236607","0.199867","101729600","-0.004464","-0.002233","0.003348","0.003348","-33835200","Loss","Loss","Gain","Gain","Loss"
"6/30/95","30-Jun","1995","6","Q2","Summer","6/30/95","0.421875","0.427455","0.41183","0.414621","0.354459","165491200","0.007812","-0.002233","0.001116","-0.007254","-67065600","Gain","Loss","Gain","Loss","Loss"
"6/30/97","30-Jun","1997","6","Q2","Summer","6/30/97","0.131696","0.131696","0.125","0.127232","0.109407","171180800","0.000558","-0.000558","-0.00558","-0.003906","13227200","Gain","Loss","Loss","Loss","Gain"
"6/30/98","30-Jun","1998","6","Q2","Summer","6/30/98","0.25558","0.257254","0.251116","0.256138","0.220254","131062400","0.003348","0","0.000558","0","-35123200","Gain","Gain","Gain","Gain","Loss"
"6/30/99","30-Jun","1999","6","Q2","Summer","6/30/99","0.407924","0.419085","0.401228","0.413504","0.355573","343268800","0.026507","0.012277","0.020648","0.00837","-37116800","Gain","Gain","Gain","Gain","Loss"
"6/3/12","3-Jun","2012","6","Q2","Summer","6/3/12","18.702143","19.060356","18.436428","18.937857","16.284718","810238800","2.331429","2.453928","2.072142","2.367501","560826000","Gain","Gain","Gain","Gain","Gain"
"6/3/13","3-Jun","2013","6","Q2","Summer","6/3/13","15.518214","15.544643","15.158214","15.202143","13.265316","460250000","-0.784286","-1.11607","-1.005356","-1.131786","-133456400","Loss","Loss","Loss","Loss","Loss"
"6/3/14","3-Jun","2014","6","Q2","Summer","6/3/14","19.028214","19.087143","18.860714","18.955357","16.958532","185488800","0.811785","0.747856","0.724644","0.651429","-72276400","Gain","Gain","Gain","Gain","Loss"
"6/3/15","3-Jun","2015","6","Q2","Summer","6/3/15","32.099998","32.342499","31.565001","31.65","28.85317","291368400","2.094999","2.279999","1.952502","1.9175","116542000","Gain","Gain","Gain","Gain","Gain"
"6/3/17","3-Jun","2017","6","Q2","Summer","6/3/17","34.842499","34.942501","34.650002","34.834999","33.029186","87000000","2.559998","2.317501","2.425004","2.262501","-20383600","Gain","Gain","Gain","Gain","Loss"
"6/3/18","3-Jun","2018","6","Q2","Summer","6/3/18","44.477501","44.5625","44.032501","44.1675","42.540394","95154000","5.770001","3.6325","5.532501","3.41","-177821200","Gain","Gain","Gain","Gain","Loss"
"6/3/19","3-Jun","2019","6","Q2","Summer","6/3/19","43.6675","43.872501","43.485001","43.630001","42.662579","83241600","0.005002","-0.020001","0.272499","0.07","-29716800","Gain","Loss","Gain","Gain","Loss"
"6/3/20","3-Jun","2020","6","Q2","Summer","6/3/20","70.5","72.705002","70.307503","72.2575","71.580124","226176800","-10.142502","-8.599998","-9.757499","-9.044998","120751200","Loss","Loss","Loss","Loss","Gain"
"6/3/81","3-Jun","1981","6","Q2","Summer","6/3/81","0.115513","0.115513","0.114397","0.114397","0.0898","11603200","-0.012835","-0.013393","-0.013951","-0.013951","-2262400","Loss","Loss","Loss","Loss","Loss"
"6/3/84","3-Jun","1984","6","Q2","Summer","6/3/84","0.11942","0.121652","0.114397","0.114955","0.090238","98985600","0.010045","0.012277","0.01116","0.01116","-66572800","Gain","Gain","Gain","Gain","Loss"
"6/3/85","3-Jun","1985","6","Q2","Summer","6/3/85","0.115513","0.115513","0.109933","0.109933","0.086295","193603200","-0.018416","-0.018416","-0.023996","-0.023996","-828800","Loss","Loss","Loss","Loss","Loss"
"6/3/86","3-Jun","1986","6","Q2","Summer","6/3/86","0.112723","0.114955","0.112165","0.113281","0.088923","101337600","0.006696","0.006696","0.006696","0.00558","-32883200","Gain","Gain","Gain","Gain","Loss"
"6/3/87","3-Jun","1987","6","Q2","Summer","6/3/87","0.300223","0.305246","0.297991","0.300223","0.235669","176377600","0.059152","0.064175","0.061942","0.059152","-117062400","Gain","Gain","Gain","Gain","Loss"
"6/3/89","3-Jun","1989","6","Q2","Summer","6/3/89","0.3125","0.320313","0.308036","0.316964","0.252877","168515200","-0.040179","-0.032366","-0.033482","-0.026786","51777600","Loss","Loss","Loss","Loss","Gain"
"6/3/90","3-Jun","1990","6","Q2","Summer","6/3/90","0.3125","0.314732","0.308036","0.314732","0.25368","156016000","0.002232","0.002232","0.004465","0.004464","82096000","Gain","Gain","Gain","Gain","Gain"
"6/3/91","3-Jun","1991","6","Q2","Summer","6/3/91","0.571429","0.585938","0.561384","0.5625","0.458504","523958400","0.055804","0.065849","0.05692","0.054687","301392000","Gain","Gain","Gain","Gain","Gain"
"6/3/92","3-Jun","1992","6","Q2","Summer","6/3/92","0.566964","0.571429","0.5625","0.571429","0.470032","134288000","-0.02009","-0.017857","-0.008929","-0.001116","41148800","Loss","Loss","Loss","Loss","Gain"
"6/3/95","3-Jun","1995","6","Q2","Summer","6/3/95","0.354911","0.357143","0.352679","0.354911","0.302574","132720000","-0.008928","-0.006696","0","-0.006696","-110308800","Loss","Loss","Gain","Loss","Loss"
"6/3/96","3-Jun","1996","6","Q2","Summer","6/3/96","0.238839","0.239955","0.233259","0.233817","0.20106","99052800","-0.022322","-0.027902","-0.027902","-0.030692","-127164800","Loss","Loss","Loss","Loss","Loss"
"6/3/97","3-Jun","1997","6","Q2","Summer","6/3/97","0.151786","0.151786","0.147321","0.148438","0.127642","116289600","0.015625","0.007813","0.01116","0.005581","-283214400","Gain","Gain","Gain","Gain","Loss"
"6/3/98","3-Jun","1998","6","Q2","Summer","6/3/98","0.21317","0.21875","0.208705","0.218192","0.187624","666467200","0.049107","0.051897","0.045759","0.053013","464128000","Gain","Gain","Gain","Gain","Gain"
"6/4/00","4-Jun","2000","6","Q2","Summer","6/4/00","1.166295","1.200893","1.100446","1.117746","0.961153","259627200","0.041295","0.047991","-0.015625","-0.004464","49067200","Gain","Gain","Loss","Loss","Gain"
"6/4/01","4-Jun","2001","6","Q2","Summer","6/4/01","0.371429","0.375714","0.355357","0.367679","0.316168","324889600","0.001451","-0.018259","-0.014063","-0.01625","-406912800","Gain","Loss","Loss","Loss","Loss"
"6/4/04","4-Jun","2004","6","Q2","Summer","6/4/04","0.494821","0.502679","0.489821","0.496964","0.427341","257992000","0.093928","0.093929","0.089821","0.091428","64652000","Gain","Gain","Gain","Gain","Gain"
"6/4/05","4-Jun","2005","6","Q2","Summer","6/4/05","1.514286","1.528929","1.505357","1.511786","1.299989","414825600","0.359465","0.369822","0.374464","0.359107","-290729600","Gain","Gain","Gain","Gain","Loss"
"6/4/06","4-Jun","2006","6","Q2","Summer","6/4/06","2.439286","2.573214","2.435714","2.544286","2.187839","2663768800","0.021786","0.154643","0.116428","0.205715","1751103200","Gain","Gain","Gain","Gain","Gain"
"6/4/09","4-Jun","2009","6","Q2","Summer","6/4/09","4.105","4.241071","4.045714","4.230357","3.637695","658064400","0.95","1.083928","1.105357","1.183928","-353082800","Gain","Gain","Gain","Gain","Loss"
"6/4/10","4-Jun","2010","6","Q2","Summer","6/4/10","8.507143","8.58","8.464286","8.555","7.356468","447017200","0.850714","0.893214","0.9375","1.020357","-105142800","Gain","Gain","Gain","Gain","Loss"
"6/4/11","4-Jun","2011","6","Q2","Summer","6/4/11","12.186429","12.282143","12.040714","12.072857","10.381486","402539200","0.232143","0.308929","0.151428","0.153928","102110400","Gain","Gain","Gain","Gain","Gain"
"6/4/15","4-Jun","2015","6","Q2","Summer","6/4/15","31.1175","31.877501","31.0825","31.8375","29.024101","148776000","-0.982498","-0.464998","-0.482501","0.1875","-142592400","Loss","Loss","Loss","Gain","Loss"
"6/4/16","4-Jun","2016","6","Q2","Summer","6/4/16","27.557501","27.745001","27.299999","27.74","25.757463","105616400","2.417502","2.1525","2.332498","2.565001","-168213200","Gain","Gain","Gain","Gain","Loss"
"6/4/17","4-Jun","2017","6","Q2","Summer","6/4/17","36.072498","36.130001","35.862499","35.915001","34.053204","84596000","1.229999","1.1875","1.212497","1.080002","-2404000","Gain","Gain","Gain","Gain","Loss"
"6/4/18","4-Jun","2018","6","Q2","Summer","6/4/18","42.7425","43.119999","42.049999","42.095001","40.544247","140021200","-1.735001","-1.442501","-1.982502","-2.072499","44867200","Loss","Loss","Loss","Loss","Gain"
"6/4/20","4-Jun","2020","6","Q2","Summer","6/4/20","62.724998","65.777496","62.345001","65.6175","65.002357","201820400","-7.775002","-6.927506","-7.962502","-6.64","-24356400","Loss","Loss","Loss","Loss","Loss"
"6/4/21","4-Jun","2021","6","Q2","Summer","6/4/21","126.5","127.129997","125.650002","126.209999","125.995987","80171300","-1.220001","-3.920006","-0.729995","-0.389999","-74916700","Loss","Loss","Loss","Loss","Loss"
"6/4/81","4-Jun","1981","6","Q2","Summer","6/4/81","0.116629","0.116629","0.116071","0.116071","0.091114","22803200","0.001116","0.001116","0.001674","0.001674","11200000","Gain","Gain","Gain","Gain","Gain"
"6/4/82","4-Jun","1982","6","Q2","Summer","6/4/82","0.079241","0.079241","0.078683","0.078683","0.061765","71590400","-0.013393","-0.013393","-0.013393","-0.013393","5510400","Loss","Loss","Loss","Loss","Gain"
"6/4/83","4-Jun","1983","6","Q2","Summer","6/4/83","0.180246","0.180804","0.176339","0.178571","0.140175","213987200","0.045201","0.045201","0.046875","0.048549","116188800","Gain","Gain","Gain","Gain","Gain"
"6/4/84","4-Jun","1984","6","Q2","Summer","6/4/84","0.107701","0.108817","0.102679","0.104911","0.082353","85590400","-0.011719","-0.012835","-0.011718","-0.010044","-13395200","Loss","Loss","Loss","Loss","Loss"
"6/4/87","4-Jun","1987","6","Q2","Summer","6/4/87","0.319196","0.324777","0.309152","0.3125","0.245307","288960000","0.018973","0.019531","0.011161","0.012277","112582400","Gain","Gain","Gain","Gain","Gain"
"6/4/88","4-Jun","1988","6","Q2","Summer","6/4/88","0.352679","0.372768","0.348214","0.372768","0.29466","190400000","-0.049107","-0.029018","-0.042411","-0.017857","-78400000","Loss","Loss","Loss","Loss","Loss"
"6/4/89","4-Jun","1989","6","Q2","Summer","6/4/89","0.310268","0.322545","0.308036","0.321429","0.256439","156374400","-0.002232","0.002232","0","0.004465","-12140800","Loss","Gain","Gain","Gain","Loss"
"6/4/90","4-Jun","1990","6","Q2","Summer","6/4/90","0.359375","0.368304","0.354911","0.356027","0.286964","118238400","0.046875","0.053572","0.046875","0.041295","-37777600","Gain","Gain","Gain","Gain","Loss"
"6/4/92","4-Jun","1992","6","Q2","Summer","6/4/92","0.526786","0.544643","0.526786","0.542411","0.446163","101987200","-0.040178","-0.026786","-0.035714","-0.029018","-32300800","Loss","Loss","Loss","Loss","Loss"
"6/4/93","4-Jun","1993","6","Q2","Summer","6/4/93","0.446429","0.448661","0.435268","0.435268","0.361268","168369600","-0.095982","-0.10491","-0.104911","-0.116071","-113030400","Loss","Loss","Loss","Loss","Loss"
"6/4/94","4-Jun","1994","6","Q2","Summer","6/4/94","0.303571","0.303571","0.292411","0.299107","0.251668","129091200","0.002232","0","0.002232","0.006696","-237417600","Gain","Gain","Gain","Gain","Loss"
"6/4/95","4-Jun","1995","6","Q2","Summer","6/4/95","0.332589","0.339286","0.317243","0.328125","0.279738","722825600","-0.022322","-0.017857","-0.035436","-0.026786","590105600","Loss","Loss","Loss","Loss","Gain"
"6/4/98","4-Jun","1998","6","Q2","Summer","6/4/98","0.241071","0.241071","0.233817","0.234375","0.20154","347592000","0.027901","0.022321","0.025112","0.016183","-318875200","Gain","Gain","Gain","Gain","Loss"
"6/4/99","4-Jun","1999","6","Q2","Summer","6/4/99","0.328683","0.342076","0.328683","0.339286","0.291753","628588800","-0.06529","-0.051897","-0.037388","-0.033482","-719980800","Loss","Loss","Loss","Loss","Loss"
"6/5/02","5-Jun","2002","6","Q2","Summer","6/5/02","0.416964","0.419643","0.401071","0.404464","0.3478","249664800","-0.002322","-0.015","-0.008393","-0.025357","23458400","Loss","Loss","Loss","Loss","Gain"
"6/5/03","5-Jun","2003","6","Q2","Summer","6/5/03","0.287857","0.319643","0.2875","0.3125","0.26872","1514492000","0.0275","0.058929","0.030357","0.0525","1414632800","Gain","Gain","Gain","Gain","Gain"
"6/5/04","5-Jun","2004","6","Q2","Summer","6/5/04","0.471429","0.477679","0.4625","0.474643","0.408147","263558400","-0.023392","-0.025","-0.027321","-0.022321","5566400","Loss","Loss","Loss","Loss","Gain"
"6/5/05","5-Jun","2005","6","Q2","Summer","6/5/05","1.3175","1.333214","1.313929","1.33","1.143671","326247600","-0.196786","-0.195715","-0.191428","-0.181786","-88578000","Loss","Loss","Loss","Loss","Loss"
"6/5/08","5-Jun","2008","6","Q2","Summer","6/5/08","6.595","6.682857","6.506429","6.666429","5.732482","918870400","2.144643","2.129286","2.191786","2.3475","-554828400","Gain","Gain","Gain","Gain","Loss"
"6/5/09","5-Jun","2009","6","Q2","Summer","6/5/09","4.761786","4.767857","4.650714","4.732143","4.069182","473538800","0.656786","0.526786","0.605","0.501786","-184525600","Gain","Gain","Gain","Gain","Loss"
"6/5/10","5-Jun","2010","6","Q2","Summer","6/5/10","9.065357","9.223214","7.116071","8.794643","7.562542","1285860800","0.558214","0.643214","-1.348215","0.239643","838843600","Gain","Gain","Loss","Gain","Gain"
"6/5/11","5-Jun","2011","6","Q2","Summer","6/5/11","12.488929","12.5","12.364643","12.380714","10.64621","280134400","0.3025","0.217857","0.323929","0.307857","-122404800","Gain","Gain","Gain","Gain","Loss"
"6/5/13","5-Jun","2013","6","Q2","Summer","6/5/13","16.275356","16.507143","16.225357","16.45393","14.35762","496641600","0.757142","0.9625","1.067143","1.251787","36391600","Gain","Gain","Gain","Gain","Gain"
"6/5/14","5-Jun","2014","6","Q2","Summer","6/5/14","21.492857","21.586071","21.22893","21.22893","18.992601","374564400","2.464643","2.498928","2.368216","2.273573","189075600","Gain","Gain","Gain","Gain","Gain"
"6/5/15","5-Jun","2015","6","Q2","Summer","6/5/15","31.639999","31.6875","30.84","31.252501","28.490789","288564000","0.522499","-0.190001","-0.2425","-0.584999","139788000","Gain","Loss","Loss","Loss","Gain"
"6/5/16","5-Jun","2016","6","Q2","Summer","6/5/16","23.342501","23.362499","22.9625","23.18","21.654408","174799600","-4.215","-4.382502","-4.337499","-4.56","69183200","Loss","Loss","Loss","Loss","Gain"
"6/5/19","5-Jun","2019","6","Q2","Summer","6/5/19","51.072498","52.209999","50.875","52.119999","50.964329","129772400","7.404998","8.337498","7.389999","8.489998","46530800","Gain","Gain","Gain","Gain","Gain"
"6/5/20","5-Jun","2020","6","Q2","Summer","6/5/20","75.114998","75.809998","74.717499","75.157501","74.452927","142333600","12.39","10.032502","12.372498","9.540001","-59486800","Gain","Gain","Gain","Gain","Loss"
"6/5/21","5-Jun","2021","6","Q2","Summer","6/5/21","127.889999","129.75","127.129997","129.740005","129.520004","78128300","1.389999","2.620003","1.479995","3.530006","-2043000","Gain","Gain","Gain","Gain","Loss"
"6/5/81","5-Jun","1981","6","Q2","Summer","6/5/81","0.122768","0.122768","0.12221","0.12221","0.095933","18950400","0.006139","0.006139","0.006139","0.006139","-3852800","Gain","Gain","Gain","Gain","Loss"
"6/5/82","5-Jun","1982","6","Q2","Summer","6/5/82","0.071429","0.071987","0.071429","0.071429","0.05607","75465600","-0.007812","-0.007254","-0.007254","-0.007254","3875200","Loss","Loss","Loss","Loss","Gain"
"6/5/83","5-Jun","1983","6","Q2","Summer","6/5/83","0.244978","0.248884","0.239955","0.246094","0.193179","100150400","0.064732","0.06808","0.063616","0.067523","-113836800","Gain","Gain","Gain","Gain","Loss"
"6/5/85","5-Jun","1985","6","Q2","Summer","6/5/85","0.089286","0.090402","0.08817","0.08817","0.069212","56134400","-0.026227","-0.025111","-0.021763","-0.021763","-137468800","Loss","Loss","Loss","Loss","Loss"
